#id (do not edit),enabled / disabled,caliber in mm,sub-name,country override (several),ship type override (several),"model, grade N","scaling, grade N","scaling, grade N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@name,enabled,#mm,subName,countries,shipTypes,model_1,scale_1,max_scale_1,weight_modifier_1,caliber_length_modifier_1,model_2,scale_2,max_scale_2,weight_modifier_2,caliber_length_modifier_2,model_3,scale_3,max_scale_3,weight_modifier_3,caliber_length_modifier_3,model_4,scale_4,max_scale_4,weight_modifier_4,caliber_length_modifier_4,model_5,scale_5,max_scale_5,weight_modifier_5,caliber_length_modifier_5,#,#,#,#,#,#,#,#,#,#
"gun_7_x3_germany_bb, bc, ca,cl",,178,gun_7_x3,germany,"bb, bc, ca,cl",friedrich_gun_228_x3,0.8,0.8775,1.25,,,,,,,bismarck_gun_b_150_x3,1.16,1.23,1.25,,bismarck_gun_150_x3,1.182,1.25,1.27,,bismarck_gun_150_x3,1.2,1.27,1.29,,,,,,,,,,,
"gun_8_x1_germany_bb, bc",,203,gun_8_x1,germany,"bb, bc",friedrich_gun_228_x1,0.9,0.975,1.25,,vdt_gun_200_x1,1.3,1.32,1.05,,bismarck_gun_b_150_x1,1.26,1.35,1.25,,bismarck_gun_150_x1,1.2805,1.335,1.27,,bismarck_gun_150_x1,1.3,1.35,1.29,,,,,,,,,,,
"gun_8_x2_germany_bb, bc",,203,gun_8_x2,germany,"bb, bc",friedrich_gun_228_x2,0.9,0.975,1.25,,vdt_gun_200_x2,1.3,1.32,1.05,,bismarck_gun_b_150_x2,1.26,1.35,1.25,,bismarck_gun_150_x2,1.2805,1.335,1.27,,bismarck_gun_150_x2,1.3,1.35,1.29,,,,,,,,,,,
"gun_8_x3_germany_bb, bc",,203,gun_8_x3,germany,"bb, bc",friedrich_gun_228_x3,0.9,0.975,1.25,,,,,,,bismarck_gun_b_150_x3,1.26,1.35,1.25,,bismarck_gun_150_x3,1.2805,1.335,1.27,,bismarck_gun_150_x3,1.3,1.35,1.29,,,,,,,,,,,
"gun_8_x1_germany_ca,cl",,203,gun_8_x1,germany,"ca,cl",friedrich_gun_228_x1,0.9,0.975,1.25,,vdt_gun_200_x1,1.35,1.4,1.05,,bismarck_gun_b_150_x1,1.26,1.35,1.25,,spee_gun_280_x1_a,0.85,0.93,1.35,,spee_gun_280_x1_a,0.86,0.94,1.37,,,,,,,,,,,
"gun_8_x2_germany_ca,cl",,203,gun_8_x2,germany,"ca,cl",friedrich_gun_228_x2,0.9,0.975,1.25,,vdt_gun_200_x2,1.35,1.4,1.05,,bismarck_gun_b_150_x2,1.26,1.35,1.25,,spee_gun_280_x2_a,0.85,0.93,1.35,,spee_gun_280_x2_a,0.86,0.94,1.37,,,,,,,,,,,
"gun_8_x3_germany_ca,cl",,203,gun_8_x3,germany,"ca,cl",friedrich_gun_228_x3,0.9,0.975,1.25,,,,,,,bismarck_gun_b_150_x3,1.26,1.35,1.25,,spee_gun_280_x3_a,0.85,0.93,1.35,,spee_gun_280_x3_a,0.86,0.94,1.37,,,,,,,,,,,
"gun_9_x1_germany_bb, bc, ca",,229,gun_9_x1,germany,"bb, bc, ca",friedrich_gun_228_x1,1,1.0975,1.25,,vdt_gun_280_x1,0.8,0.8775,1.35,,vdt_gun_280_x1,0.81,0.89,1.37,,spee_gun_280_x1_a,0.95,0.95,1.35,,spee_gun_280_x1_a,0.96,0.96,1.37,,,,,,,,,,,
"gun_9_x2_germany_bb, bc, ca",,229,gun_9_x2,germany,"bb, bc, ca",friedrich_gun_228_x2,1,1.0975,1.25,,vdt_gun_280_x2,0.8,0.8775,1.35,,vdt_gun_280_x2,0.81,0.89,1.37,,spee_gun_280_x2_a,0.95,0.95,1.35,,spee_gun_280_x2_a,0.96,0.96,1.37,,,,,,,,,,,
"gun_9_x3_germany_bb, bc, ca",,229,gun_9_x3,germany,"bb, bc, ca",friedrich_gun_228_x3,1,1.0975,1.25,,vdt_gun_280_x3,0.8,0.8775,1.35,,vdt_gun_280_x3,0.81,0.89,1.37,,spee_gun_280_x3_a,0.95,0.95,1.35,,spee_gun_280_x3_a,0.96,0.96,1.37,,,,,,,,,,,
"gun_10_x1_germany_bb, bc, ca",,254,gun_10_x1,germany,"bb, bc, ca",brandenburg_gun_279_x1,0.909,0.975,1.75,,vdt_gun_280_x1,0.9,0.975,1.35,,vdt_gun_280_x1,0.91,0.99,1.37,,spee_gun_280_x1_a,0.975,1,1.35,,spee_gun_280_x1_a,0.99,1.01,1.37,,,,,,,,,,,
"gun_10_x2_germany_bb, bc, ca",,254,gun_10_x2,germany,"bb, bc, ca",brandenburg_gun_279_x2,0.909,0.975,1.75,,vdt_gun_280_x2,0.9,0.975,1.35,,vdt_gun_280_x2,0.91,0.99,1.37,,spee_gun_280_x2_a,0.975,1,1.35,,spee_gun_280_x2_a,0.99,1.01,1.37,,,,,,,,,,,
"gun_10_x3_germany_bb, bc, ca",,254,gun_10_x3,germany,"bb, bc, ca",brandenburg_gun_279_x3,0.909,0.975,1.75,,vdt_gun_280_x3,0.9,0.975,1.35,,vdt_gun_280_x3,0.91,0.99,1.37,,spee_gun_280_x3_a,0.975,1,1.35,,spee_gun_280_x3_a,0.99,1.01,1.37,,,,,,,,,,,
"gun_11_x1_germany_bb, bc, ca",,279,gun_11_x1,germany,"bb, bc, ca",brandenburg_gun_279_x1,1,1.0975,1.75,,vdt_gun_280_x1,1,1.024,1.35,,vdt_gun_280_x1,1.01,1.04,1.37,,spee_gun_280_x1_a,1.025,1.05,1.35,,spee_gun_280_x1_a,1.04,1.06,1.37,,,,,,,,,,,
"gun_11_x2_germany_bb, bc, ca",,279,gun_11_x2,germany,"bb, bc, ca",brandenburg_gun_279_x2,1,1.0975,1.75,,vdt_gun_280_x2,1,1.024,1.35,,vdt_gun_280_x2,1.01,1.04,1.37,,spee_gun_280_x2_a,1.025,1.05,1.35,,spee_gun_280_x2_a,1.04,1.06,1.37,,,,,,,,,,,
"gun_11_x3_germany_bb, bc, ca",,279,gun_11_x3,germany,"bb, bc, ca",brandenburg_gun_279_x3,1,1.0975,1.75,,vdt_gun_280_x3,1,1.024,1.35,,vdt_gun_280_x3,1.01,1.04,1.37,,spee_gun_280_x3_a,1.025,1.05,1.35,,spee_gun_280_x3_a,1.04,1.06,1.37,,,,,,,,,,,
"gun_12_x1_germany_bb, bc, ca",,305,gun_12_x1,germany,"bb, bc, ca",friedrich_gun_305_x1,1,1.0725,1.16,1.05,vdt_gun_280_x1,1.05,1.07,1.35,,vdt_gun_280_x1,1.06,1.09,1.37,,spee_gun_280_x1_a,1.075,1.175,1.35,,spee_gun_280_x1_a,1.09,1.19,1.37,,,,,,,,,,,
"gun_12_x2_germany_bb, bc, ca",,305,gun_12_x2,germany,"bb, bc, ca",friedrich_gun_305_x2,1,1.0725,1.16,1.05,vdt_gun_280_x2,1.05,1.07,1.35,,vdt_gun_280_x2,1.06,1.09,1.37,,spee_gun_280_x2_a,1.075,1.175,1.35,,spee_gun_280_x2_a,1.09,1.19,1.37,,,,,,,,,,,
"gun_12_x3_germany_bb, bc, ca",,305,gun_12_x3,germany,"bb, bc, ca",friedrich_gun_305_x3,1,1.0725,1.16,1.05,vdt_gun_280_x3,1.05,1.07,1.35,,vdt_gun_280_x3,1.06,1.09,1.37,,spee_gun_280_x3_a,1.075,1.175,1.35,,spee_gun_280_x3_a,1.09,1.19,1.37,,,,,,,,,,,
"gun_13_x1_germany_bb, bc, ca",,330,gun_13_x1,germany,"bb, bc, ca",friedrich_gun_305_x1,1.1,1.1875,1.5,,vdt_gun_280_x1,1.1,1.146,1.35,,vdt_gun_280_x1,1.11,1.16,1.37,,bismarck_gun_380_x1,0.866,0.91,1.27,,bismarck_gun_380_x1,0.89,0.93,1.14,,,,,,,,,,,
"gun_13_x2_germany_bb, bc, ca",,330,gun_13_x2,germany,"bb, bc, ca",friedrich_gun_305_x2,1.1,1.1875,1.5,,vdt_gun_280_x2,1.1,1.146,1.35,,vdt_gun_280_x2,1.11,1.16,1.37,,bismarck_gun_380_x2,0.866,0.91,1.27,,bismarck_gun_380_x2,0.89,0.93,1.14,,,,,,,,,,,
"gun_13_x3_germany_bb, bc, ca",,330,gun_13_x3,germany,"bb, bc, ca",friedrich_gun_305_x3,1.1,1.1875,1.5,,vdt_gun_280_x3,1.1,1.146,1.35,,vdt_gun_280_x3,1.11,1.16,1.37,,bismarck_gun_380_x3,0.866,0.91,1.27,,bismarck_gun_380_x3,0.89,0.93,1.14,,,,,,,,,,,
"gun_14_x1_germany_bb, bc, ca",,356,gun_14_x1,germany,"bb, bc, ca",vdt_gun_280_x1,1.16,1.2,1.33,,vdt_gun_280_x1,1.175,1.22,1.35,,vdt_gun_280_x1,1.19,1.23,1.37,,bismarck_gun_380_x1,0.933,0.975,1.27,,bismarck_gun_380_x1,0.96,1,1.14,,,,,,,,,,,
"gun_14_x2_germany_bb, bc, ca",,356,gun_14_x2,germany,"bb, bc, ca",vdt_gun_280_x2,1.16,1.2,1.33,,vdt_gun_280_x2,1.175,1.22,1.35,,vdt_gun_280_x2,1.19,1.23,1.37,,bismarck_gun_380_x2,0.933,0.975,1.27,,bismarck_gun_380_x2,0.96,1,1.14,,,,,,,,,,,
"gun_14_x3_germany_bb, bc, ca",,356,gun_14_x3,germany,"bb, bc, ca",vdt_gun_280_x3,1.16,1.2,1.33,,vdt_gun_280_x3,1.175,1.22,1.35,,vdt_gun_280_x3,1.19,1.23,1.37,,bismarck_gun_380_x3,0.933,0.975,1.27,,bismarck_gun_380_x3,0.96,1,1.14,,,,,,,,,,,
"gun_15_x1_germany_bb, bc, ca",,381,gun_15_x1,germany,"bb, bc, ca",vdt_gun_280_x1,1.23,1.27,1.33,,vdt_gun_280_x1,1.25,1.29,1.35,,bismarck_gun_380_x1,0.975,1.01,1.11,,bismarck_gun_380_x1,1,1.04,1.12,,bismarck_gun_380_x1,1.025,1.06,1.14,,,,,,,,,,,
"gun_15_x2_germany_bb, bc, ca",,381,gun_15_x2,germany,"bb, bc, ca",vdt_gun_280_x2,1.23,1.27,1.33,,vdt_gun_280_x2,1.25,1.29,1.35,,bismarck_gun_380_x2,0.975,1.01,1.11,,bismarck_gun_380_x2,1,1.04,1.12,,bismarck_gun_380_x2,1.025,1.06,1.14,,,,,,,,,,,
"gun_15_x3_germany_bb, bc, ca",,381,gun_15_x3,germany,"bb, bc, ca",vdt_gun_280_x3,1.23,1.27,1.33,,vdt_gun_280_x3,1.25,1.29,1.35,,bismarck_gun_380_x3,0.975,1.01,1.11,,bismarck_gun_380_x3,1,1.04,1.12,,bismarck_gun_380_x3,1.025,1.06,1.14,,,,,,,,,,,
"gun_16_x1_germany_bb, bc, ca",,406,gun_16_x1,germany,"bb, bc, ca",vdt_gun_280_x1,1.3,1.37,1.33,,vdt_gun_280_x1,1.325,1.385,1.35,,bismarck_gun_380_x1,1.041,1.095,1.11,,bismarck_gun_380_x1,1.066,1.111,1.12,,bismarck_gun_380_x1,1.09,1.12,1.14,,,,,,,,,,,
"gun_16_x2_germany_bb, bc, ca",,406,gun_16_x2,germany,"bb, bc, ca",vdt_gun_280_x2,1.3,1.37,1.33,,vdt_gun_280_x2,1.325,1.385,1.35,,bismarck_gun_380_x2,1.041,1.095,1.11,,bismarck_gun_380_x2,1.066,1.111,1.12,,bismarck_gun_380_x2,1.09,1.12,1.14,,,,,,,,,,,
"gun_16_x3_germany_bb, bc, ca",,406,gun_16_x3,germany,"bb, bc, ca",vdt_gun_280_x3,1.3,1.37,1.33,,vdt_gun_280_x3,1.325,1.385,1.35,,bismarck_gun_380_x3,1.041,1.095,1.11,,bismarck_gun_380_x3,1.066,1.111,1.12,,bismarck_gun_380_x3,1.09,1.12,1.14,,,,,,,,,,,
"gun_17_x1_germany_bb, bc, ca",,432,gun_17_x1,germany,"bb, bc, ca",bismarck_var_gun_380_x1,1.05,1.092,1.1,,bismarck_var_gun_380_x1,1.06,1.106,1.1,,bismarck_var_gun_380_x1,1.076,1.12,1.11,,bismarck_var_gun_380_x1,1.089869238,1.133,1.12,,bismarck_var_gun_380_x1,1.1,1.15,1.14,,,,,,,,,,,
"gun_17_x2_germany_bb, bc, ca",,432,gun_17_x2,germany,"bb, bc, ca",bismarck_var_gun_380_x2,1.05,1.092,1.1,,bismarck_var_gun_380_x2,1.06,1.106,1.1,,bismarck_var_gun_380_x2,1.076,1.12,1.11,,bismarck_var_gun_380_x2,1.089869238,1.133,1.12,,bismarck_var_gun_380_x2,1.1,1.15,1.14,,,,,,,,,,,
"gun_17_x3_germany_bb, bc, ca",,432,gun_17_x3,germany,"bb, bc, ca",bismarck_var_gun_380_x3,1.05,1.092,1.1,,bismarck_var_gun_380_x3,1.06,1.106,1.1,,bismarck_var_gun_380_x3,1.076,1.12,1.11,,bismarck_var_gun_380_x3,1.089869238,1.133,1.12,,bismarck_var_gun_380_x3,1.1,1.15,1.14,,,,,,,,,,,
"gun_18_x1_germany_bb, bc, ca",,457,gun_18_x1,germany,"bb, bc, ca",bismarck_var_gun_380_x1,1.12,1.6,1.1,,bismarck_var_gun_380_x1,1.134,1.175,1.1,,bismarck_var_gun_380_x1,1.15,1.19,1.11,,bismarck_var_gun_380_x1,1.162527188,1.2,1.12,,bismarck_var_gun_380_x1,1.18,1.22,1.14,,,,,,,,,,,
"gun_18_x2_germany_bb, bc, ca",,457,gun_18_x2,germany,"bb, bc, ca",bismarck_var_gun_380_x2,1.12,1.6,1.1,,bismarck_var_gun_380_x2,1.134,1.175,1.1,,bismarck_var_gun_380_x2,1.15,1.19,1.11,,bismarck_var_gun_380_x2,1.162527188,1.2,1.12,,bismarck_var_gun_380_x2,1.18,1.22,1.14,,,,,,,,,,,
"gun_18_x3_germany_bb, bc, ca",,457,gun_18_x3,germany,"bb, bc, ca",bismarck_var_gun_380_x3,1.12,1.6,1.1,,bismarck_var_gun_380_x3,1.134,1.175,1.1,,bismarck_var_gun_380_x3,1.15,1.19,1.11,,bismarck_var_gun_380_x3,1.162527188,1.2,1.12,,bismarck_var_gun_380_x3,1.18,1.22,1.14,,,,,,,,,,,
"gun_19_x1_germany_bb, bc, ca",,483,gun_19_x1,germany,"bb, bc, ca",bismarck_var_gun_380_x1,1.19,1.23,1.1,,bismarck_var_gun_380_x1,1.205,1.244,1.1,,bismarck_var_gun_380_x1,1.22,1.26,1.11,,bismarck_var_gun_380_x1,1.235185137,1.275,1.12,,bismarck_var_gun_380_x1,1.25,1.29,1.14,,,,,,,,,,,
"gun_19_x2_germany_bb, bc, ca",,483,gun_19_x2,germany,"bb, bc, ca",bismarck_var_gun_380_x2,1.19,1.23,1.1,,bismarck_var_gun_380_x2,1.205,1.244,1.1,,bismarck_var_gun_380_x2,1.22,1.26,1.11,,bismarck_var_gun_380_x2,1.235185137,1.275,1.12,,bismarck_var_gun_380_x2,1.25,1.29,1.14,,,,,,,,,,,
"gun_19_x3_germany_bb, bc, ca",,483,gun_19_x3,germany,"bb, bc, ca",bismarck_var_gun_380_x3,1.19,1.23,1.1,,bismarck_var_gun_380_x3,1.205,1.244,1.1,,bismarck_var_gun_380_x3,1.22,1.26,1.11,,bismarck_var_gun_380_x3,1.235185137,1.275,1.12,,bismarck_var_gun_380_x3,1.25,1.29,1.14,,,,,,,,,,,
"gun_20_x1_germany_bb, bc, ca",,508,gun_20_x1,germany,"bb, bc, ca",bismarck_var_gun_380_x1,1.26,1.296,1.1,,bismarck_var_gun_380_x1,1.276,1.313,1.1,,bismarck_var_gun_380_x1,1.29,1.33,1.11,,bismarck_var_gun_380_x1,1.307843086,1.346,1.12,,bismarck_var_gun_380_x1,1.32,1.36,1.14,,,,,,,,,,,
"gun_20_x2_germany_bb, bc, ca",,508,gun_20_x2,germany,"bb, bc, ca",bismarck_var_gun_380_x2,1.26,1.296,1.1,,bismarck_var_gun_380_x2,1.276,1.313,1.1,,bismarck_var_gun_380_x2,1.29,1.33,1.11,,bismarck_var_gun_380_x2,1.307843086,1.346,1.12,,bismarck_var_gun_380_x2,1.32,1.36,1.14,,,,,,,,,,,
"gun_20_x3_germany_bb, bc, ca",,508,gun_20_x3,germany,"bb, bc, ca",bismarck_var_gun_380_x3,1.26,1.296,1.1,,bismarck_var_gun_380_x3,1.276,1.313,1.1,,bismarck_var_gun_380_x3,1.29,1.33,1.11,,bismarck_var_gun_380_x3,1.307843086,1.346,1.12,,bismarck_var_gun_380_x3,1.32,1.36,1.14,,,,,,,,,,,
###,,,###,,,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"gun_2_x1_china_bb, bc,ca,cl",,51,gun_2_x1,china,"bb, bc,ca,cl",,,,,,,,,,,dreadnought_gun_178_x1,0.75,0.78,4.1,,hood_gun_140_x1,0.875,0.9,1,,moga_gun_127_x1,0.8,0.975,1.2,,,,,,,,,,,
"gun_2_x2_china_bb, bc,ca,cl",,51,gun_2_x2,china,"bb, bc,ca,cl",maine_gun_152_x2,0.8,0.8775,0.8,,maine_gun_230_x2,0.8,0.83,3.7,,dreadnought_gun_178_x2,0.75,0.78,4.1,,hood_gun_140_x2,0.875,0.9,1,,moga_gun_127_x2,0.8,0.975,1.2,,,,,,,,,,,
"gun_2_x3_china_bb, bc,ca,cl",,51,gun_2_x3,china,"bb, bc,ca,cl",maine_gun_152_x3,0.8,0.8775,0.8,,maine_gun_230_x3,0.8,0.83,3.7,,dreadnought_gun_178_x3,0.75,0.78,4.1,,hood_gun_140_x3,0.875,0.9,1,,moga_gun_127_x3,0.8,0.975,1.2,,,,,,,,,,,
"gun_3_x1_china_bb, bc,ca,cl",,76,gun_3_x1,china,"bb, bc,ca,cl",,,,,,,,,,,dreadnought_gun_178_x1,0.8,0.9,4.1,,hood_gun_140_x1,0.925,0.94,1,,moga_gun_127_x1,1,1.185,1.2,,,,,,,,,,,
"gun_3_x2_china_bb, bc,ca,cl",,76,gun_3_x2,china,"bb, bc,ca,cl",maine_gun_152_x2,0.9,0.975,0.8,,maine_gun_230_x2,0.85,0.8775,3.7,,dreadnought_gun_178_x2,0.8,0.9,4.1,,hood_gun_140_x2,0.925,0.94,1,,moga_gun_127_x2,1,1.185,1.2,,,,,,,,,,,
"gun_3_x3_china_bb, bc,ca,cl",,76,gun_3_x3,china,"bb, bc,ca,cl",maine_gun_152_x3,0.9,0.975,0.8,,maine_gun_230_x3,0.85,0.8775,3.7,,dreadnought_gun_178_x3,0.8,0.9,4.1,,hood_gun_140_x3,0.925,0.94,1,,moga_gun_127_x3,1,1.185,1.2,,,,,,,,,,,
"gun_4_x1_china_bb, bc,ca,cl",,102,gun_4_x1,china,"bb, bc,ca,cl",maine_gun_152_x1,1,1.0725,0.8,,maine_gun_230_x1,0.9,0.926,3.7,,dreadnought_gun_178_x1,0.925,1.02,4.1,,iowa_gun_b_127_x1,1.05,1.12,2.48,,iowa_gun_b_127_x1,1.06,1.13,2.5,,,,,,,,,,,
"gun_4_x2_china_bb, bc,ca,cl",,102,gun_4_x2,china,"bb, bc,ca,cl",maine_gun_152_x2,1,1.0725,0.8,,maine_gun_230_x2,0.9,0.926,2.2,,dreadnought_gun_178_x2,0.925,1.02,2.46,,iowa_gun_b_127_x2,1.05,1.12,2.48,,iowa_gun_b_127_x2,1.06,1.13,2.5,,,,,,,,,,,
"gun_4_x3_china_bb, bc,ca,cl",,102,gun_4_x3,china,"bb, bc,ca,cl",maine_gun_152_x3,1,1.0725,0.8,,maine_gun_230_x3,0.9,0.926,2.2,,dreadnought_gun_178_x3,0.925,1.02,2.46,,iowa_gun_b_127_x3,1.05,1.12,2.48,,iowa_gun_b_127_x3,1.06,1.13,2.5,,,,,,,,,,,
"gun_5_x1_china_bb, bc,ca,cl",,127,gun_5_x1,china,"bb, bc,ca,cl",maine_gun_152_x1,1.1,1.17,0.8,,maine_gun_230_x1,0.95,0.975,1.45,,dreadnought_gun_178_x1,1.05,1.12,1.22,,iowa_gun_b_127_x1,1.15,1.27,1.18,,iowa_gun_b_127_x1,1.16,1.28,1.2,,,,,,,,,,,
"gun_5_x2_china_bb, bc,ca,cl",,127,gun_5_x2,china,"bb, bc,ca,cl",maine_gun_152_x2,1.1,1.17,0.8,,maine_gun_230_x2,0.95,0.975,1.45,,dreadnought_gun_178_x2,1.05,1.12,1.22,,iowa_gun_b_127_x2,1.15,1.27,1.18,,iowa_gun_b_127_x2,1.16,1.28,1.2,,,,,,,,,,,
"gun_5_x3_china_bb, bc,ca,cl",,127,gun_5_x3,china,"bb, bc,ca,cl",maine_gun_152_x3,1.1,1.17,0.8,,maine_gun_230_x3,0.95,0.975,1.45,,dreadnought_gun_178_x3,1.05,1.12,1.22,,iowa_gun_b_127_x3,1.15,1.27,1.18,,iowa_gun_b_127_x3,1.16,1.28,1.2,,,,,,,,,,,
"gun_6_x1_china_ca,cl",,152,gun_6_x1,china,"ca,cl",maine_gun_254_x1,0.9,0.926,1.565,,maine_gun_254_x1_b,0.91,0.94,1.58,,dreadnought_gun_178_x1,1.15,1.19,1.2,,iowa_gun_b_127_x1,1.35,1.51,1.18,,iowa_gun_b_127_x1,1.37,1.53,1.2,,,,,,,,,,,
"gun_6_x2_china_ca,cl",,152,gun_6_x2,china,"ca,cl",maine_gun_254_x2,0.9,0.926,1.565,,maine_gun_254_x2_b,0.91,0.94,1.58,,dreadnought_gun_178_x2,1.15,1.19,1.2,,iowa_gun_b_127_x2,1.35,1.51,1.18,,iowa_gun_b_127_x2,1.37,1.53,1.2,,,,,,,,,,,
"gun_6_x3_china_ca,cl",,152,gun_6_x3,china,"ca,cl",maine_gun_254_x3,0.9,0.926,1.565,,maine_gun_254_x3_b,0.91,0.94,1.58,,dreadnought_gun_178_x3,1.15,1.19,1.2,,iowa_gun_b_127_x3,1.35,1.51,1.18,,iowa_gun_b_127_x3,1.37,1.53,1.2,,,,,,,,,,,
"gun_6_x1_china_bb, bc",,152,gun_6_x1,china,"bb, bc",maine_gun_254_x1,0.9,0.926,1.465,,maine_gun_254_x1_b,0.91,0.94,1.48,,dreadnought_gun_178_x1,1.15,1.19,1.2,,iowa_gun_b_127_x1,1.35,1.51,1.18,,iowa_gun_b_127_x1,1.37,1.53,1.2,,,,,,,,,,,
"gun_6_x2_china_bb, bc",,152,gun_6_x2,china,"bb, bc",maine_gun_254_x2,0.9,0.926,1.465,,maine_gun_254_x2_b,0.91,0.94,1.48,,dreadnought_gun_178_x2,1.15,1.19,1.2,,iowa_gun_b_127_x2,1.35,1.51,1.18,,iowa_gun_b_127_x2,1.37,1.53,1.2,,,,,,,,,,,
"gun_6_x3_china_bb, bc",,152,gun_6_x3,china,"bb, bc",maine_gun_254_x3,0.9,0.926,1.465,,maine_gun_254_x3_b,0.91,0.94,1.48,,dreadnought_gun_178_x3,1.15,1.19,1.2,,iowa_gun_b_127_x3,1.35,1.51,1.18,,iowa_gun_b_127_x3,1.37,1.53,1.2,,,,,,,,,,,
"gun_7_x1_china_ca,cl",,178,gun_7_x1,china,"ca,cl",maine_gun_254_x1,0.95,0.995,1.265,,maine_gun_254_x1_b,0.962,1.007,1.28,,dreadnought_gun_178_x1,1.225,1.27,1.2,,ny_gun_210_x1,1.325,1.41,1.27,,ny_gun_210_x1,1.34,1.43,1.29,,,,,,,,,,,
"gun_7_x2_china_ca,cl",,178,gun_7_x2,china,"ca,cl",maine_gun_254_x2,0.95,0.995,1.265,,maine_gun_254_x2_b,0.962,1.007,1.28,,dreadnought_gun_178_x2,1.225,1.27,1.2,,ny_gun_210_x2,1.325,1.41,1.27,,ny_gun_210_x2,1.34,1.43,1.29,,,,,,,,,,,
"gun_7_x3_china_ca,cl",,178,gun_7_x3,china,"ca,cl",maine_gun_254_x3,0.95,0.995,1.265,,maine_gun_254_x3_b,0.962,1.007,1.28,,dreadnought_gun_178_x3,1.225,1.27,1.2,,ny_gun_210_x3,1.325,1.41,1.27,,ny_gun_210_x3,1.34,1.43,1.29,,,,,,,,,,,
"gun_7_x1_china_bb, bc",,178,gun_7_x1,china,"bb, bc",maine_gun_254_x1,0.95,0.995,1.165,,maine_gun_254_x1_b,0.962,1.007,1.185,,dreadnought_gun_178_x1,1.225,1.27,1.2,,ny_gun_210_x1,1.325,1.41,1.27,,ny_gun_210_x1,1.34,1.43,1.29,,,,,,,,,,,
"gun_7_x2_china_bb, bc",,178,gun_7_x2,china,"bb, bc",maine_gun_254_x2,0.95,0.995,1.165,,maine_gun_254_x2_b,0.962,1.007,1.185,,dreadnought_gun_178_x2,1.225,1.27,1.2,,ny_gun_210_x2,1.325,1.41,1.27,,ny_gun_210_x2,1.34,1.43,1.29,,,,,,,,,,,
"gun_7_x3_china_bb, bc",,178,gun_7_x3,china,"bb, bc",maine_gun_254_x3,0.95,0.995,1.165,,maine_gun_254_x3_b,0.962,1.007,1.185,,dreadnought_gun_178_x3,1.225,1.27,1.2,,ny_gun_210_x3,1.325,1.41,1.27,,ny_gun_210_x3,1.34,1.43,1.29,,,,,,,,,,,
"gun_8_x1_china_ca,cl",,203,gun_8_x1,china,"ca,cl",maine_gun_254_x1,1.02,1.07,1.165,,maine_gun_254_x1_b,1.033,1.086,1.185,,dreadnought_gun_178_x1,1.3,1.39,1.2,,ny_gun_210_x1,1.45,1.56,1.27,,ny_gun_210_x1,1.47,1.58,1.29,,,,,,,,,,,
"gun_8_x2_china_ca,cl",,203,gun_8_x2,china,"ca,cl",maine_gun_254_x2,1.02,1.07,1.165,,maine_gun_254_x2_b,1.033,1.086,1.185,,dreadnought_gun_178_x2,1.3,1.39,1.2,,ny_gun_210_x2,1.45,1.56,1.27,,ny_gun_210_x2,1.47,1.58,1.29,,,,,,,,,,,
"gun_8_x3_china_ca,cl",,203,gun_8_x3,china,"ca,cl",maine_gun_254_x3,1.02,1.07,1.165,,maine_gun_254_x3_b,1.033,1.086,1.185,,dreadnought_gun_178_x3,1.3,1.39,1.2,,ny_gun_210_x3,1.45,1.56,1.27,,ny_gun_210_x3,1.47,1.58,1.29,,,,,,,,,,,
"gun_8_x1_china_bb, bc",,203,gun_8_x1,china,"bb, bc",maine_gun_254_x1,1.02,1.07,1.15,,maine_gun_254_x1_b,1.033,1.086,1.17,,dreadnought_gun_178_x1,1.3,1.39,1.2,,ny_gun_210_x1,1.45,1.56,1.27,,ny_gun_210_x1,1.47,1.58,1.29,,,,,,,,,,,
"gun_8_x2_china_bb, bc",,203,gun_8_x2,china,"bb, bc",maine_gun_254_x2,1.02,1.07,1.15,,maine_gun_254_x2_b,1.033,1.086,1.17,,dreadnought_gun_178_x2,1.3,1.39,1.2,,ny_gun_210_x2,1.45,1.56,1.27,,ny_gun_210_x2,1.47,1.58,1.29,,,,,,,,,,,
"gun_8_x3_china_bb, bc",,203,gun_8_x3,china,"bb, bc",maine_gun_254_x3,1.02,1.07,1.15,,maine_gun_254_x3_b,1.033,1.086,1.17,,dreadnought_gun_178_x3,1.3,1.39,1.2,,ny_gun_210_x3,1.45,1.56,1.27,,ny_gun_210_x3,1.47,1.58,1.29,,,,,,,,,,,
"gun_9_x1_china_bb, bc,ca,cl",,229,gun_9_x1,china,"bb, bc,ca,cl",maine_gun_254_x1_a,0.95,1.02,1.15,,maine_gun_254_x1_b,0.962,1.037,1.17,,,,,,,ny_gun_210_x1,1.6,1.755,1.27,,ny_gun_210_x1,1.62,1.78,1.29,,,,,,,,,,,
"gun_9_x2_china_bb, bc,ca,cl",,229,gun_9_x2,china,"bb, bc,ca,cl",maine_gun_254_x2_a,0.95,1.02,1.15,,maine_gun_254_x2_b,0.962,1.037,1.17,,,,,,,ny_gun_210_x2,1.6,1.755,1.27,,ny_gun_210_x2,1.62,1.78,1.29,,,,,,,,,,,
